,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity,release_date,explicit
1749,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,175238,4,0,2022-10-21,True
1750,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,169756,4,0,2022-10-21,False
1751,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,169756,4,0,2022-10-21,False
1752,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,169756,4,0,2022-10-21,False
1753,0.677,0.551,7,-9.477,1,0.0636,0.393,0.0,0.13,0.697,157.485,229500,3,67,2022-08-03,False
1754,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003,242253,4,88,2015-08-28,True
1755,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,229525,4,82,2015,False
1756,0.77,0.51,10,-5.469,0,0.192,0.137,0.000106,0.0346,0.533,188.067,220943,4,68,2013-11-08,False
1757,0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.367,0.415,121.932,168601,4,86,2021-08-13,True
1758,0.722,0.335,1,-9.943,1,0.136,0.12,0.0,0.0747,0.266,85.034,206117,4,67,2020-08-10,False
1759,0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,183624,3,80,2019-03-07,False
1760,0.785,0.431,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.085,159381,4,79,2020-03-26,False
1761,0.501,0.828,3,-2.495,0,0.114,0.053,0.0,0.135,0.483,84.659,175058,4,66,2017-01-06,False
1762,0.463,0.834,6,-3.726,0,0.129,0.29,0.0,0.0888,0.347,183.953,245160,4,67,2022-02-10,False
1763,0.776,0.223,8,-13.686,1,0.0379,0.721,3.8e-06,0.119,0.196,109.966,174545,4,68,2020-06-13,False
1764,0.701,0.716,7,-3.671,0,0.0361,0.174,0.0,0.324,0.732,91.007,140533,4,83,2021-03-26,True
1765,0.449,0.487,5,-7.456,0,0.0753,0.181,0.0,0.105,0.498,133.98,204179,4,66,2021-12-14,False
1766,0.628,0.703,10,-4.27,0,0.0812,0.0263,0.0,0.26,0.594,99.783,249662,4,69,2022-06-23,False
1767,0.52,0.485,4,-6.438,0,0.0269,0.927,0.000466,0.159,0.407,143.901,192186,4,68,2015-05-21,False
1768,0.35,0.468,6,-9.909,0,0.0385,0.445,0.034,0.0799,0.0467,71.312,304529,4,67,2021-07-19,False
1769,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,4,1,2022-10-14,False
1770,0.687,0.633,8,-9.552,1,0.141,0.119,0.0,0.291,0.567,151.996,290526,4,68,2022-09-07,False
1771,0.73,0.748,6,-4.371,0,0.152,0.0936,0.0,0.282,0.694,155.861,209230,4,70,2021-05-15,False
1772,0.692,0.624,9,-6.492,0,0.0337,0.368,0.0,0.108,0.487,132.896,270375,4,67,2017-06-12,False
1773,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,175238,4,13,2022-10-14,True
1774,0.7,0.502,11,-8.958,1,0.0425,0.603,0.0,0.08,0.407,129.977,204923,4,67,2020-08-31,False
1775,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,169756,4,0,2022-10-07,False
1776,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,203807,4,4,2022-10-14,False
1777,0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,174321,4,3,2022-10-19,False
1778,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,169756,4,2,2022-10-07,False
1779,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,4,0,2022-10-21,False
1780,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,169756,4,0,2022-10-07,False
1781,0.825,0.345,9,-6.018,0,0.0372,0.601,0.0,0.121,0.506,116.072,213436,4,4,2022-10-07,False
1782,0.591,0.648,7,-7.556,0,0.0392,0.449,0.0,0.382,0.423,107.978,301862,1,68,2021-03-08,False
1783,0.847,0.59,7,-6.301,1,0.133,0.059,0.0,0.0822,0.595,97.014,238940,4,4,2022-10-07,True
1784,0.692,0.883,7,-4.698,1,0.0582,0.0512,0.0,0.228,0.614,122.984,184390,4,1,2022-10-07,False
1785,0.692,0.883,7,-4.698,1,0.0582,0.0512,0.0,0.228,0.614,122.984,184390,4,3,2022-10-07,False
1786,0.587,0.776,0,-4.892,1,0.0807,0.141,0.0,0.109,0.606,159.906,235500,4,67,2018-06-12,False
1787,0.692,0.883,7,-4.698,1,0.0582,0.0512,0.0,0.228,0.614,122.984,184390,4,0,2022-10-07,False
1788,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,169756,4,1,2022-10-14,False
1789,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,169756,4,2,2022-10-14,False
1790,0.456,0.802,7,-7.173,1,0.096,0.00266,0.374,0.122,0.0616,116.222,235160,4,0,2022-10-21,False
1791,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,175238,4,0,2022-10-21,True
1792,0.692,0.883,7,-4.698,1,0.0582,0.0512,0.0,0.228,0.614,122.984,184390,4,2,2022-10-14,False
1793,0.687,0.717,11,-6.61,1,0.0755,0.0744,0.0,0.134,0.685,88.063,158994,4,0,2022-10-21,False
1794,0.703,0.66,10,-5.119,0,0.123,0.137,0.0,0.192,0.79,95.033,198946,4,0,2022-10-21,False
1795,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,0,2022-10-21,False
1796,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,175238,4,0,2022-10-21,True
1797,0.603,0.854,9,-3.646,0,0.0377,0.00667,0.00188,0.113,0.666,147.039,188562,4,0,2022-10-21,False
1798,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,169756,4,0,2022-10-21,False
1799,0.754,0.449,8,-8.79,1,0.0488,0.0407,0.000642,0.0963,0.334,90.405,268216,4,0,2022-10-21,False
1800,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,169756,4,0,2022-10-21,False
1801,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,169756,4,0,2022-10-21,False
1802,0.692,0.883,7,-4.698,1,0.0582,0.0512,0.0,0.228,0.614,122.984,184390,4,0,2022-10-21,False
1803,0.624,0.81,1,-8.307,1,0.039,0.00269,0.0186,0.169,0.271,127.989,377013,4,0,2022-10-21,False
1804,0.582,0.525,1,-7.163,0,0.0627,0.111,0.0,0.134,0.51,133.249,260253,4,88,2016-11-25,False
1805,0.465,0.822,8,-4.826,0,0.066,0.136,0.000442,0.0898,0.405,89.761,320040,4,66,2005-03-25,False
1806,0.727,0.714,2,-4.494,1,0.0872,0.0209,0.0,0.153,0.618,164.003,232906,4,70,2009-07-27,False
1807,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,143901,4,87,2021-09-17,True
1808,0.568,0.511,9,-8.57,1,0.0351,0.119,0.0,0.123,0.134,117.972,264915,4,67,0000,False
1809,0.743,0.655,7,-5.228,0,0.0866,0.0391,0.0,0.118,0.164,91.004,213626,4,69,2020-12-23,False
1810,0.394,0.641,0,-6.493,0,0.0312,0.276,0.0,0.0958,0.335,81.932,390222,4,68,2013-04-06,False
1811,0.824,0.589,4,-4.961,0,0.39,0.257,0.0,0.254,0.565,88.027,152727,4,67,2022-01-19,False
1812,0.658,0.539,3,-7.043,1,0.0433,0.857,1.45e-06,0.0999,0.461,80.088,235297,4,66,2021-07-12,False
1813,0.629,0.328,11,-8.284,1,0.029,0.768,2.5e-05,0.103,0.389,74.953,197732,4,80,2019-06-28,False
1814,0.716,0.64,2,-8.726,1,0.025,0.565,0.00139,0.127,0.485,105.012,260536,4,68,2017-12-12,False
1815,0.273,0.588,1,-9.564,0,0.0579,0.265,0.000307,0.178,0.138,88.045,288020,4,32,2022-10-06,False
1816,0.837,0.575,5,-7.971,0,0.127,0.0361,7.23e-06,0.457,0.655,105.015,194857,4,67,2022-01-18,False
1817,0.363,0.469,7,-8.404,0,0.0528,0.794,0.0176,0.106,0.102,171.988,117421,4,67,2021-10-07,False
1818,0.526,0.818,3,-5.952,1,0.0358,0.0587,0.0,0.333,0.896,171.96,185097,4,77,2014-01-01,False
1819,0.788,0.87,9,-5.217,1,0.177,0.123,1.43e-05,0.0692,0.884,109.974,182738,4,67,2019-12-26,False
1820,0.836,0.51,1,-10.091,0,0.371,0.713,3.35e-05,0.101,0.56,151.499,162772,3,67,2021-05-22,False
1821,0.563,0.495,2,-10.272,1,0.0362,0.781,0.0,0.0837,0.244,125.998,291462,4,68,2021-12-06,False
1822,0.581,0.424,8,-6.616,1,0.0269,0.723,0.0,0.101,0.352,98.936,217992,4,67,0000,False
1823,0.441,0.61,9,-5.182,0,0.0404,0.238,0.0,0.101,0.348,79.736,230082,4,67,2020-09-20,False
1824,0.51,0.407,1,-9.671,1,0.0334,0.628,1.73e-06,0.12,0.22,120.085,149460,4,66,2019-08-02,False
1825,0.838,0.63,9,-5.609,0,0.171,0.242,0.0,0.0719,0.64,100.986,166600,4,67,2022-04-25,False
1826,0.839,0.972,7,-5.72,1,0.102,0.431,0.0002,0.0907,0.365,130.012,218343,4,67,2022-05-23,False
1827,0.813,0.787,11,-4.254,1,0.0777,0.0452,0.000107,0.0506,0.326,130.018,180956,4,75,2020-10-02,False
1828,0.441,0.308,11,-10.107,0,0.0407,0.958,0.000231,0.0638,0.292,149.593,314207,3,68,2022-09-07,False
1829,0.431,0.224,6,-8.683,1,0.0379,0.948,0.0,0.112,0.401,87.122,230480,5,1,2022-10-14,False
1830,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194087,4,1,2022-10-07,False
1831,0.671,0.336,10,-8.494,0,0.241,0.705,0.00751,0.0577,0.518,75.051,212496,4,0,2022-10-21,True
1832,0.887,0.388,8,-14.505,1,0.349,0.739,0.143,0.106,0.205,120.035,193143,4,5,2022-10-10,False
1833,0.52,0.542,1,-7.404,0,0.155,0.0383,0.0,0.371,0.669,81.131,224240,4,5,2022-10-11,False
1834,0.783,0.942,11,-4.371,0,0.0815,0.176,2.01e-06,0.175,0.908,132.028,267727,4,66,2022-09-15,False
1835,0.854,0.446,1,-8.957,0,0.198,0.313,0.215,0.156,0.57,92.545,168839,4,0,2022-10-19,False
1836,0.854,0.446,1,-8.957,0,0.198,0.313,0.215,0.156,0.57,92.545,168839,4,3,2022-10-17,False
1837,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194087,4,1,2022-10-11,False
1838,0.683,0.534,4,-10.348,1,0.189,0.519,0.247,0.148,0.284,150.469,180566,4,0,2022-10-20,False
1839,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,203807,4,0,2022-10-21,False
1840,0.887,0.388,8,-14.505,1,0.349,0.739,0.143,0.106,0.205,120.035,193143,4,0,2022-10-20,False
1841,0.887,0.388,8,-14.505,1,0.349,0.739,0.143,0.106,0.205,120.035,193143,4,3,2022-10-17,False
1842,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,4,0,2022-10-21,False
1843,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194087,4,1,2022-10-14,False
1844,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194087,4,2,2022-10-13,False
1845,0.887,0.388,8,-14.505,1,0.349,0.739,0.143,0.106,0.205,120.035,193143,4,4,2022-10-14,False
1846,0.887,0.388,8,-14.505,1,0.349,0.739,0.143,0.106,0.205,120.035,193143,4,0,2022-10-20,False
1847,0.854,0.446,1,-8.957,0,0.198,0.313,0.215,0.156,0.57,92.545,168839,4,1,2022-10-17,False
1848,0.887,0.388,8,-14.505,1,0.349,0.739,0.143,0.106,0.205,120.035,193143,4,0,2022-10-21,False
1849,0.854,0.446,1,-8.957,0,0.198,0.313,0.215,0.156,0.57,92.545,168839,4,0,2022-10-21,False
1850,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194087,4,0,2022-10-20,False
1851,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194087,4,0,2022-10-20,False
1852,0.59,0.8,1,-5.044,0,0.0441,0.000653,0.905,0.0512,0.21,127.996,360960,4,0,2022-10-21,False
1853,0.698,0.931,11,-4.32,0,0.0595,0.0237,0.852,0.0767,0.0825,128.004,367786,4,0,2022-10-21,False
1854,0.644,0.423,11,-8.702,0,0.0324,0.464,0.0,0.11,0.509,131.903,279429,4,67,2010-08-19,False
1855,0.645,0.324,1,-13.621,0,0.0545,0.754,0.000727,0.103,0.493,162.037,221988,3,67,2021-07-31,False
1856,0.633,0.55,9,-9.965,1,0.0924,0.649,0.000363,0.147,0.333,147.099,262248,4,74,2021-03-21,False
1857,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,200786,4,82,2015-11-13,False
1858,0.65,0.551,0,-6.906,1,0.0274,0.405,0.0,0.219,0.294,102.934,223999,4,67,0000,False
1859,0.782,0.827,11,-4.219,0,0.0627,0.159,0.0,0.226,0.498,104.032,238530,4,69,2018-02-08,False
1860,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,261922,4,86,2020-07-24,False
1861,0.868,0.635,10,-6.352,0,0.227,0.164,0.0,0.0898,0.621,90.019,205500,4,67,2020-09-13,False
1862,0.743,0.922,7,-3.025,1,0.121,0.411,2.36e-06,0.287,0.873,96.933,166391,4,66,2022-08-12,False
1863,0.617,0.392,1,-9.295,1,0.193,0.381,0.0,0.1,0.313,84.499,218523,4,66,2020-08-10,False
1864,0.709,0.56,4,-4.867,0,0.171,0.034,0.0,0.315,0.541,170.082,171880,4,6,2022-10-07,True
1865,0.709,0.56,4,-4.867,0,0.171,0.034,0.0,0.315,0.541,170.082,171880,4,4,2022-10-06,True
1866,0.566,0.716,1,-5.733,1,0.0424,0.00691,0.0,0.37,0.45,81.068,207481,4,79,2020-11-20,False
1867,0.659,0.665,8,-8.181,0,0.0266,0.456,0.000486,0.0898,0.692,93.012,252160,4,67,2012-07-16,False
1868,0.651,0.562,9,-5.787,1,0.0302,0.601,0.0,0.121,0.607,81.029,273188,4,67,0000,False
1869,0.709,0.56,4,-4.867,0,0.171,0.034,0.0,0.315,0.541,170.082,171880,4,2,2022-10-07,True
1870,0.709,0.56,4,-4.867,0,0.171,0.034,0.0,0.315,0.541,170.082,171880,4,3,2022-10-13,True
1871,0.705,0.562,8,-3.378,0,0.0674,0.257,0.0,0.137,0.569,163.893,167760,4,4,2022-10-06,False
1872,0.805,0.919,1,-1.294,1,0.0938,0.101,0.00343,0.0598,0.494,94.993,188606,4,67,2020-01-04,False
1873,0.752,0.452,0,-11.399,1,0.35,0.133,0.000194,0.236,0.833,99.684,242005,4,66,2022-07-01,False
1874,0.705,0.562,8,-3.378,0,0.0674,0.257,0.0,0.137,0.569,163.893,167760,4,3,2022-10-07,False
1875,0.865,0.573,5,-5.501,1,0.0678,0.0863,0.0,0.305,0.563,94.999,155960,4,5,2022-10-06,False
1876,0.705,0.562,8,-3.378,0,0.0674,0.257,0.0,0.137,0.569,163.893,167760,4,6,2022-10-07,False
1877,0.865,0.573,5,-5.501,1,0.0678,0.0863,0.0,0.305,0.563,94.999,155960,4,3,2022-10-07,False
1878,0.764,0.685,8,-5.548,0,0.0599,0.27,0.0,0.318,0.925,82.027,187720,4,5,2022-10-07,False
1879,0.865,0.573,5,-5.501,1,0.0678,0.0863,0.0,0.305,0.563,94.999,155960,4,8,2022-10-07,False
1880,0.556,0.521,6,-10.806,1,0.0321,0.641,0.000543,0.102,0.353,127.947,332702,4,66,2021-02-26,False
1881,0.678,0.698,7,-4.57,1,0.0587,0.00214,4.94e-06,0.0945,0.812,192.005,182506,4,2,2022-10-07,False
1882,0.757,0.571,7,-4.547,0,0.0906,0.264,8.97e-06,0.313,0.538,159.933,146426,4,4,2022-10-07,False
1883,0.647,0.801,1,-2.946,0,0.249,0.0451,0.0,0.0628,0.517,180.108,166253,4,7,2022-10-14,False
1884,0.705,0.562,8,-3.378,0,0.0674,0.257,0.0,0.137,0.569,163.893,167760,4,6,2022-10-14,False
1885,0.673,0.664,4,-5.382,0,0.177,0.376,0.0,0.111,0.586,174.972,196373,4,6,2022-10-07,False
1886,0.865,0.573,5,-5.501,1,0.0678,0.0863,0.0,0.305,0.563,94.999,155960,4,7,2022-10-14,False
1887,0.736,0.569,8,-3.559,0,0.0779,0.144,5.27e-05,0.112,0.433,171.973,191506,4,4,2022-10-07,False
1888,0.678,0.698,7,-4.57,1,0.0587,0.00214,4.94e-06,0.0945,0.812,192.005,182506,4,3,2022-10-14,False
1889,0.821,0.602,9,-6.628,1,0.168,0.108,0.0,0.246,0.628,90.035,186066,4,2,2022-10-07,False
1890,0.736,0.569,8,-3.559,0,0.0779,0.144,5.27e-05,0.112,0.433,171.973,191506,4,2,2022-10-14,False
1891,0.802,0.929,7,-2.036,1,0.118,0.608,4.81e-06,0.157,0.828,96.969,166391,4,66,2022-08-12,False
1892,0.764,0.685,8,-5.548,0,0.0599,0.27,0.0,0.318,0.925,82.027,187720,4,3,2022-10-11,False
1893,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0788,0.695,109.997,164952,4,83,2022-06-10,False
1894,0.821,0.602,9,-6.628,1,0.168,0.108,0.0,0.246,0.628,90.035,186066,4,3,2022-10-14,False
1895,0.712,0.539,2,-5.194,1,0.174,0.116,0.0,0.219,0.406,167.764,144573,4,4,2022-10-14,False
1896,0.705,0.562,8,-3.378,0,0.0674,0.257,0.0,0.137,0.569,163.893,167760,4,0,2022-10-21,False
1897,0.607,0.624,5,-7.051,0,0.0354,0.697,0.0,0.0994,0.757,157.305,260310,3,66,2019-01-26,False
1898,0.803,0.426,3,-11.54,1,0.0742,0.418,2.23e-05,0.11,0.556,114.945,274853,4,66,2008-10-17,False
1899,0.798,0.857,6,-3.748,1,0.105,0.0519,4.99e-05,0.142,0.581,102.998,221760,4,2,2022-10-14,False
1900,0.865,0.573,5,-5.501,1,0.0678,0.0863,0.0,0.305,0.563,94.999,155960,4,0,2022-10-21,False
1901,0.793,0.737,6,-4.731,0,0.0785,0.0765,0.0,0.0747,0.697,167.969,333800,4,0,2022-10-19,True
1902,0.801,0.702,9,-4.952,1,0.37,0.49,1.86e-06,0.269,0.524,99.043,182373,4,0,2022-10-21,False
1903,0.793,0.737,6,-4.731,0,0.0785,0.0765,0.0,0.0747,0.697,167.969,333800,4,0,2022-10-21,True
1904,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,228482,3,83,2020-05-08,False
1905,0.422,0.302,11,-9.214,1,0.0372,0.629,7.83e-05,0.104,0.123,114.089,248826,4,79,2016-03-11,False
1906,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201660,4,78,2018-10-04,True
1907,0.511,0.622,10,-6.184,1,0.0435,0.0662,7.78e-05,0.0465,0.387,85.349,325257,4,65,2011-10-29,False
1908,0.682,0.437,10,-8.655,1,0.0271,0.758,0.00801,0.106,0.233,104.961,221714,4,65,2020-02-27,False
1909,0.645,0.534,4,-5.428,0,0.0306,0.147,4.3e-06,0.0858,0.302,90.024,224040,4,67,2018-02-11,False
1910,0.667,0.373,4,-9.389,1,0.05,0.785,0.0,0.0906,0.0823,124.148,169265,4,84,2020-04-17,True
1911,0.639,0.728,4,-7.065,0,0.0301,0.0223,0.00384,0.68,0.0996,103.966,129589,4,76,2021-11-19,False
1912,0.791,0.439,10,-5.62,1,0.0645,0.302,1.85e-05,0.126,0.559,85.004,190658,4,3,2022-10-12,False
1913,0.655,0.797,2,-4.787,1,0.153,0.198,0.0,0.067,0.839,177.928,229360,4,80,2019-02-01,False
1914,0.653,0.667,10,-6.764,0,0.0423,0.154,0.0,0.107,0.556,104.181,213869,4,3,2022-10-19,False
1915,0.741,0.52,8,-7.513,1,0.0656,0.447,1.97e-06,0.222,0.347,102.998,171029,4,0,2022-10-21,False
1916,0.527,0.495,10,-7.783,0,0.0353,0.587,0.0,0.127,0.474,122.826,260133,4,67,2021-12-01,False
1917,0.573,0.338,7,-7.478,0,0.027,0.864,4.41e-06,0.133,0.451,96.981,230103,4,66,2021-08-16,False
1918,0.684,0.487,5,-5.887,1,0.0367,0.495,4.57e-06,0.0821,0.456,81.997,239426,4,1,2022-10-11,False
1919,0.376,0.643,9,-5.713,1,0.0411,0.558,0.0,0.217,0.646,136.228,193355,5,66,2019-06-14,False
1920,0.684,0.487,5,-5.887,1,0.0367,0.495,4.57e-06,0.0821,0.456,81.997,239426,4,1,2022-10-11,False
1921,0.296,0.582,9,-5.18,0,0.0413,0.449,0.0,0.319,0.365,168.4,371790,3,66,2019-06-14,False
1922,0.876,0.673,8,-7.15,1,0.139,0.0524,0.00571,0.0813,0.462,113.995,155533,4,1,2022-10-19,False
1923,0.449,0.626,10,-6.428,1,0.0527,0.387,0.0,0.357,0.308,163.826,179343,4,66,2021-10-14,False
1924,0.607,0.695,0,-9.537,1,0.0567,0.163,4.26e-06,0.109,0.594,150.061,202718,4,66,2022-09-24,False
1925,0.779,0.693,8,-6.033,0,0.0885,0.0832,0.0,0.0874,0.469,150.019,147200,4,67,2022-05-10,False
1926,0.735,0.674,6,-5.629,0,0.124,0.18,0.0,0.108,0.561,171.883,189613,4,7,2022-10-07,False
1927,0.595,0.459,11,-9.413,1,0.0461,0.571,0.000165,0.101,0.272,129.661,232128,4,1,2022-10-12,False
1928,0.709,0.56,4,-4.867,0,0.171,0.034,0.0,0.315,0.541,170.082,171880,4,3,2022-10-14,True
1929,0.595,0.459,11,-9.413,1,0.0461,0.571,0.000165,0.101,0.272,129.661,232128,4,1,2022-10-12,False
1930,0.705,0.562,8,-3.378,0,0.0674,0.257,0.0,0.137,0.569,163.893,167760,4,3,2022-10-11,False
1931,0.363,0.662,1,-5.88,0,0.0377,0.573,0.0,0.35,0.301,178.213,293176,4,66,0000,False
1932,0.595,0.459,11,-9.413,1,0.0461,0.571,0.000165,0.101,0.272,129.661,232128,4,1,2022-10-12,False
1933,0.709,0.56,4,-4.867,0,0.171,0.034,0.0,0.315,0.541,170.082,171880,4,0,2022-10-21,True
1934,0.865,0.573,5,-5.501,1,0.0678,0.0863,0.0,0.305,0.563,94.999,155960,4,2,2022-10-14,False
1935,0.678,0.698,7,-4.57,1,0.0587,0.00214,4.94e-06,0.0945,0.812,192.005,182506,4,7,2022-10-07,False
1936,0.608,0.705,7,-5.525,0,0.0364,0.499,0.000124,0.0878,0.733,75.031,324373,4,66,2010-11-08,False
1937,0.736,0.569,8,-3.559,0,0.0779,0.144,5.27e-05,0.112,0.433,171.973,191506,4,1,2022-10-07,False
1938,0.741,0.582,8,-4.445,1,0.281,0.291,0.000101,0.152,0.713,186.096,272800,4,2,2022-10-11,False
1939,0.709,0.56,4,-4.867,0,0.171,0.034,0.0,0.315,0.541,170.082,171880,4,0,2022-10-21,True
1940,0.728,0.68,8,-4.129,0,0.165,0.0865,1.06e-06,0.1,0.704,179.839,177280,4,3,2022-10-07,True
1941,0.736,0.569,8,-3.559,0,0.0779,0.144,5.27e-05,0.112,0.433,171.973,191506,4,4,2022-10-07,False
1942,0.755,0.844,5,-6.234,0,0.326,0.328,8.8e-06,0.555,0.745,171.867,230826,4,2,2022-10-07,False
1943,0.865,0.573,5,-5.501,1,0.0678,0.0863,0.0,0.305,0.563,94.999,155960,4,0,2022-10-19,False
1944,0.647,0.801,1,-2.946,0,0.249,0.0451,0.0,0.0628,0.517,180.108,166253,4,1,2022-10-14,False
1945,0.741,0.582,8,-4.445,1,0.281,0.291,0.000101,0.152,0.713,186.096,272800,4,1,2022-10-19,False
1946,0.707,0.955,10,-4.593,0,0.222,0.127,0.0,0.203,0.575,125.993,134239,4,0,2022-10-21,False
1947,0.865,0.573,5,-5.501,1,0.0678,0.0863,0.0,0.305,0.563,94.999,155960,4,0,2022-10-21,False
1948,0.859,0.575,6,-6.845,1,0.0798,0.0941,0.00018,0.105,0.607,93.007,185813,4,0,2022-10-21,False
1949,0.865,0.573,5,-5.501,1,0.0678,0.0863,0.0,0.305,0.563,94.999,155960,4,0,2022-10-21,False
1950,0.865,0.573,5,-5.501,1,0.0678,0.0863,0.0,0.305,0.563,94.999,155960,4,0,2022-10-21,False
1951,0.647,0.801,1,-2.946,0,0.249,0.0451,0.0,0.0628,0.517,180.108,166253,4,0,2022-10-21,False
1952,0.736,0.569,8,-3.559,0,0.0779,0.144,5.27e-05,0.112,0.433,171.973,191506,4,0,2022-10-21,False
1953,0.793,0.737,6,-4.731,0,0.0785,0.0765,0.0,0.0747,0.697,167.969,333800,4,0,2022-10-21,True
1954,0.649,0.458,4,-7.632,0,0.0446,0.574,0.0,0.113,0.748,180.071,248182,4,67,2013-05-14,False
1955,0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,212606,4,80,2019-11-08,False
1956,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,210560,4,84,2021-06-25,True
1957,0.779,0.854,9,-4.958,1,0.219,0.0462,0.0,0.21,0.379,91.992,290360,4,68,2019-09-18,False
1958,0.68,0.729,5,-5.077,1,0.0475,0.612,0.0,0.224,0.446,123.97,179867,4,79,2015-08-14,True
1959,0.786,0.667,5,-8.272,1,0.054,0.0112,0.053,0.074,0.688,102.046,181176,4,68,2021-07-09,False
1960,0.794,0.753,10,-3.112,1,0.0609,0.543,0.0,0.12,0.906,159.965,267029,4,65,2020-11-19,False
1961,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,229226,4,88,2021-05-21,False
1962,0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06,220440,4,80,2014-01-01,False
1963,0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868,231013,4,70,2015-05-18,False
1964,0.697,0.66,10,-5.459,0,0.0352,0.472,0.0,0.243,0.301,93.011,247374,4,67,2022-04-07,False
1965,0.572,0.541,5,-6.45,1,0.0245,0.759,0.0,0.111,0.266,87.01,260590,4,67,2014-05-28,False
1966,0.767,0.745,1,-6.144,1,0.0589,0.45,0.0,0.281,0.448,97.076,118762,4,67,2021-11-05,False
1967,0.751,0.739,1,-6.977,0,0.045,0.2,0.0,0.0926,0.405,95.003,102315,4,68,2020-01-10,False
1968,0.357,0.425,5,-7.301,1,0.0333,0.584,0.0,0.322,0.27,102.078,198040,3,87,2020-03-20,False
1969,0.73,0.656,11,-5.07,1,0.0294,0.00797,0.00271,0.108,0.743,131.04,254351,4,67,2012-10-30,False
1970,0.621,0.467,0,-4.835,0,0.0273,0.632,0.0,0.0888,0.227,107.164,218048,4,67,2019-10-18,False
1971,0.716,0.77,3,-4.071,0,0.158,0.144,0.0,0.0211,0.924,170.045,158294,4,67,2021-06-25,False
1972,0.743,0.752,4,-4.813,1,0.0414,0.0188,0.0,0.287,0.545,110.015,231173,4,84,2012-01-01,True
1973,0.829,0.654,5,-6.26,0,0.0685,0.0942,5.01e-06,0.2,0.335,98.012,186122,4,67,0000,False
